"subject" "activity" "variable" "average"
"11036" 28 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" 0.0222985408245098
"11037" 28 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" 0.00749081657058823
"11038" 28 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" -0.312671655921569
"11039" 28 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" -0.331602407372549
"11040" 28 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Z" -0.637488941176471
"11041" 28 "WALKING_UPSTAIRS" "tBodyGyro-mean()-X" -0.129362970764706
"11042" 28 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Y" 0.0212250958019608
"11043" 28 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" 0.103720987705882
"11044" 28 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.518818227843137
"11045" 28 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.479319521372549
"11046" 28 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.189306812833333
"11047" 28 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.080568055454902
"11048" 28 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0492552129156863
"11049" 28 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0752610437019608
"11050" 28 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.494282913529412
"11051" 28 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.690571101960784
"11052" 28 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.603568264117647
"11053" 28 "WALKING_UPSTAIRS" "tBodyAccMag-mean()" -0.186240503960784
"11054" 28 "WALKING_UPSTAIRS" "tBodyAccMag-std()" -0.211928666470588
"11055" 28 "WALKING_UPSTAIRS" "tGravityAccMag-mean()" -0.186240503960784
"11056" 28 "WALKING_UPSTAIRS" "tGravityAccMag-std()" -0.211928666470588
"11057" 28 "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean()" -0.388086248235294
"11058" 28 "WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" -0.325362338235294
"11059" 28 "WALKING_UPSTAIRS" "tBodyGyroMag-mean()" -0.263415282690196
"11060" 28 "WALKING_UPSTAIRS" "tBodyGyroMag-std()" -0.476923344705882
"11061" 28 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.620279797647059
"11062" 28 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.670132120784314
"11063" 28 "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" -0.266101343372549
"11064" 28 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.190589069119608
"11065" 28 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.401732939215686
"11066" 28 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.233726643921569
"11067" 28 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.178554981115686
"11068" 28 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.281685159607843
"11069" 28 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.318866730039216
"11070" 28 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Y" -0.358009373333333
"11071" 28 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Z" -0.587813565294118
"11072" 28 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.37027368
"11073" 28 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.349026567647059
"11074" 28 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Z" -0.68790763372549
"11075" 28 "WALKING_UPSTAIRS" "fBodyGyro-mean()-X" -0.403636283921569
"11076" 28 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" -0.522066500784314
"11077" 28 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" -0.318210999529412
"11078" 28 "WALKING_UPSTAIRS" "fBodyGyro-std()-X" -0.556383410588235
"11079" 28 "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" -0.459989315686274
"11080" 28 "WALKING_UPSTAIRS" "fBodyGyro-std()-Z" -0.22624337505098
"11081" 28 "WALKING_UPSTAIRS" "fBodyAccMag-mean()" -0.213519364760784
"11082" 28 "WALKING_UPSTAIRS" "fBodyAccMag-std()" -0.334626168823529
"11083" 28 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.294433415745098
"11084" 28 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" -0.374495907647059
"11085" 28 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean()" -0.534835409607843
"11086" 28 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" -0.528187016862745
"11087" 28 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.662505819411765
"11088" 28 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.70485275745098
"11089" 29 "LAYING" "tBodyAcc-mean()-X" 0.287295196811594
"11090" 29 "LAYING" "tBodyAcc-mean()-Y" -0.0171965484202899
"11091" 29 "LAYING" "tBodyAcc-mean()-Z" -0.109462068173913
"11092" 29 "LAYING" "tBodyAcc-std()-X" -0.984219555507246
"11093" 29 "LAYING" "tBodyAcc-std()-Y" -0.990240946666667
"11094" 29 "LAYING" "tBodyAcc-std()-Z" -0.987255149855072
"11095" 29 "LAYING" "tGravityAcc-mean()-X" -0.346789842753623
"11096" 29 "LAYING" "tGravityAcc-mean()-Y" 0.807535373478261
"11097" 29 "LAYING" "tGravityAcc-mean()-Z" 0.590452224057971
"11098" 29 "LAYING" "tGravityAcc-std()-X" -0.972939889855073
"11099" 29 "LAYING" "tGravityAcc-std()-Y" -0.99424764884058
"11100" 29 "LAYING" "tGravityAcc-std()-Z" -0.98577817826087
"11101" 29 "LAYING" "tBodyAccJerk-mean()-X" 0.0718861195971014
"11102" 29 "LAYING" "tBodyAccJerk-mean()-Y" 0.0116912059556522
"11103" 29 "LAYING" "tBodyAccJerk-mean()-Z" 0.00241542784130435
"11104" 29 "LAYING" "tBodyAccJerk-std()-X" -0.99200598942029
"11105" 29 "LAYING" "tBodyAccJerk-std()-Y" -0.989513565652174
"11106" 29 "LAYING" "tBodyAccJerk-std()-Z" -0.993288313333333
"11107" 29 "LAYING" "tBodyGyro-mean()-X" -0.0258281004782609
"11108" 29 "LAYING" "tBodyGyro-mean()-Y" -0.0761814357028986
"11109" 29 "LAYING" "tBodyGyro-mean()-Z" 0.127411971652174
"11110" 29 "LAYING" "tBodyGyro-std()-X" -0.994276591304348
"11111" 29 "LAYING" "tBodyGyro-std()-Y" -0.992750957826087
"11112" 29 "LAYING" "tBodyGyro-std()-Z" -0.97499461942029
"11113" 29 "LAYING" "tBodyGyroJerk-mean()-X" -0.0995339880724638
"11114" 29 "LAYING" "tBodyGyroJerk-mean()-Y" -0.0386768295072464
"11115" 29 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0674469666086956
"11116" 29 "LAYING" "tBodyGyroJerk-std()-X" -0.99654254057971
"11117" 29 "LAYING" "tBodyGyroJerk-std()-Y" -0.997081575652174
"11118" 29 "LAYING" "tBodyGyroJerk-std()-Z" -0.995380794637681
"11119" 29 "LAYING" "tBodyAccMag-mean()" -0.986493196666667
"11120" 29 "LAYING" "tBodyAccMag-std()" -0.981572147681159
"11121" 29 "LAYING" "tGravityAccMag-mean()" -0.986493196666667
"11122" 29 "LAYING" "tGravityAccMag-std()" -0.981572147681159
"11123" 29 "LAYING" "tBodyAccJerkMag-mean()" -0.992725367826087
"11124" 29 "LAYING" "tBodyAccJerkMag-std()" -0.994646916811594
"11125" 29 "LAYING" "tBodyGyroMag-mean()" -0.971923623043478
"11126" 29 "LAYING" "tBodyGyroMag-std()" -0.977040093043478
"11127" 29 "LAYING" "tBodyGyroJerkMag-mean()" -0.997322526811594
"11128" 29 "LAYING" "tBodyGyroJerkMag-std()" -0.997666071594203
"11129" 29 "LAYING" "fBodyAcc-mean()-X" -0.986626999275362
"11130" 29 "LAYING" "fBodyAcc-mean()-Y" -0.989034304057971
"11131" 29 "LAYING" "fBodyAcc-mean()-Z" -0.989473926666667
"11132" 29 "LAYING" "fBodyAcc-std()-X" -0.983432309130435
"11133" 29 "LAYING" "fBodyAcc-std()-Y" -0.990680395362319
"11134" 29 "LAYING" "fBodyAcc-std()-Z" -0.986378776086957
"11135" 29 "LAYING" "fBodyAccJerk-mean()-X" -0.992153982028986
"11136" 29 "LAYING" "fBodyAccJerk-mean()-Y" -0.989398823913043
"11137" 29 "LAYING" "fBodyAccJerk-mean()-Z" -0.992018447826087
"11138" 29 "LAYING" "fBodyAccJerk-std()-X" -0.99254347826087
"11139" 29 "LAYING" "fBodyAccJerk-std()-Y" -0.990468082753623
"11140" 29 "LAYING" "fBodyAccJerk-std()-Z" -0.993107759855072
"11141" 29 "LAYING" "fBodyGyro-mean()-X" -0.99312260884058
"11142" 29 "LAYING" "fBodyGyro-mean()-Y" -0.993696336521739
"11143" 29 "LAYING" "fBodyGyro-mean()-Z" -0.976184322608696
"11144" 29 "LAYING" "fBodyGyro-std()-X" -0.994652185217391
"11145" 29 "LAYING" "fBodyGyro-std()-Y" -0.992240785652174
"11146" 29 "LAYING" "fBodyGyro-std()-Z" -0.976858964492754
"11147" 29 "LAYING" "fBodyAccMag-mean()" -0.986800645362319
"11148" 29 "LAYING" "fBodyAccMag-std()" -0.981599783623188
"11149" 29 "LAYING" "fBodyBodyAccJerkMag-mean()" -0.993998275797101
"11150" 29 "LAYING" "fBodyBodyAccJerkMag-std()" -0.994366667681159
"11151" 29 "LAYING" "fBodyBodyGyroMag-mean()" -0.98400134173913
"11152" 29 "LAYING" "fBodyBodyGyroMag-std()" -0.976679046231884
"11153" 29 "LAYING" "fBodyBodyGyroJerkMag-mean()" -0.997617389275362
"11154" 29 "LAYING" "fBodyBodyGyroJerkMag-std()" -0.99758523057971
"11155" 29 "SITTING" "tBodyAcc-mean()-X" 0.2771799775
"11156" 29 "SITTING" "tBodyAcc-mean()-Y" -0.016630680375
"11157" 29 "SITTING" "tBodyAcc-mean()-Z" -0.1104118192
"11158" 29 "SITTING" "tBodyAcc-std()-X" -0.9907450195
"11159" 29 "SITTING" "tBodyAcc-std()-Y" -0.963222497833333
"11160" 29 "SITTING" "tBodyAcc-std()-Z" -0.968063878166667
"11161" 29 "SITTING" "tGravityAcc-mean()-X" 0.891563755166667
"11162" 29 "SITTING" "tGravityAcc-mean()-Y" 0.1556594569
"11163" 29 "SITTING" "tGravityAcc-mean()-Z" 0.286256063666667
"11164" 29 "SITTING" "tGravityAcc-std()-X" -0.984679151833333
"11165" 29 "SITTING" "tGravityAcc-std()-Y" -0.973604289833333
"11166" 29 "SITTING" "tGravityAcc-std()-Z" -0.966032045333333
"11167" 29 "SITTING" "tBodyAccJerk-mean()-X" 0.0745438102516667
"11168" 29 "SITTING" "tBodyAccJerk-mean()-Y" 0.00598531404666667
"11169" 29 "SITTING" "tBodyAccJerk-mean()-Z" 0.003167700952
"11170" 29 "SITTING" "tBodyAccJerk-std()-X" -0.993525560333333
"11171" 29 "SITTING" "tBodyAccJerk-std()-Y" -0.9840551
"11172" 29 "SITTING" "tBodyAccJerk-std()-Z" -0.990168733
"11173" 29 "SITTING" "tBodyGyro-mean()-X" -0.0379271112333333
"11174" 29 "SITTING" "tBodyGyro-mean()-Y" -0.0755797672133333
"11175" 29 "SITTING" "tBodyGyro-mean()-Z" 0.0580495969166667
"11176" 29 "SITTING" "tBodyGyro-std()-X" -0.990178704833333
"11177" 29 "SITTING" "tBodyGyro-std()-Y" -0.988334019666667
"11178" 29 "SITTING" "tBodyGyro-std()-Z" -0.971227991666667
"11179" 29 "SITTING" "tBodyGyroJerk-mean()-X" -0.0953636995833333
"11180" 29 "SITTING" "tBodyGyroJerk-mean()-Y" -0.040001843485
"11181" 29 "SITTING" "tBodyGyroJerk-mean()-Z" -0.047000897695
"11182" 29 "SITTING" "tBodyGyroJerk-std()-X" -0.9933220295
"11183" 29 "SITTING" "tBodyGyroJerk-std()-Y" -0.995319164666667
"11184" 29 "SITTING" "tBodyGyroJerk-std()-Z" -0.9928337675
"11185" 29 "SITTING" "tBodyAccMag-mean()" -0.978017021833333
"11186" 29 "SITTING" "tBodyAccMag-std()" -0.9692903165
"11187" 29 "SITTING" "tGravityAccMag-mean()" -0.978017021833333
"11188" 29 "SITTING" "tGravityAccMag-std()" -0.9692903165
"11189" 29 "SITTING" "tBodyAccJerkMag-mean()" -0.990719807666667
"11190" 29 "SITTING" "tBodyAccJerkMag-std()" -0.990531729333333
"11191" 29 "SITTING" "tBodyGyroMag-mean()" -0.962377332166667
"11192" 29 "SITTING" "tBodyGyroMag-std()" -0.971578024666667
"11193" 29 "SITTING" "tBodyGyroJerkMag-mean()" -0.995392308166667
"11194" 29 "SITTING" "tBodyGyroJerkMag-std()" -0.994905344
"11195" 29 "SITTING" "fBodyAcc-mean()-X" -0.991093963666667
"11196" 29 "SITTING" "fBodyAcc-mean()-Y" -0.969609501666667
"11197" 29 "SITTING" "fBodyAcc-mean()-Z" -0.975623030833333
"11198" 29 "SITTING" "fBodyAcc-std()-X" -0.990617521
"11199" 29 "SITTING" "fBodyAcc-std()-Y" -0.961693949333333
"11200" 29 "SITTING" "fBodyAcc-std()-Z" -0.965800974333333
"11201" 29 "SITTING" "fBodyAccJerk-mean()-X" -0.993445760166667
"11202" 29 "SITTING" "fBodyAccJerk-mean()-Y" -0.983883193
"11203" 29 "SITTING" "fBodyAccJerk-mean()-Z" -0.988470241
"11204" 29 "SITTING" "fBodyAccJerk-std()-X" -0.9942201755
"11205" 29 "SITTING" "fBodyAccJerk-std()-Y" -0.985493318833333
"11206" 29 "SITTING" "fBodyAccJerk-std()-Z" -0.990445861666667
"11207" 29 "SITTING" "fBodyGyro-mean()-X" -0.988393569
"11208" 29 "SITTING" "fBodyGyro-mean()-Y" -0.990329245333333
"11209" 29 "SITTING" "fBodyGyro-mean()-Z" -0.9739335945
"11210" 29 "SITTING" "fBodyGyro-std()-X" -0.990727755166667
"11211" 29 "SITTING" "fBodyGyro-std()-Y" -0.987259808666667
"11212" 29 "SITTING" "fBodyGyro-std()-Z" -0.972912517166667
"11213" 29 "SITTING" "fBodyAccMag-mean()" -0.973346531833333
"11214" 29 "SITTING" "fBodyAccMag-std()" -0.971218019833333
"11215" 29 "SITTING" "fBodyBodyAccJerkMag-mean()" -0.990093703833333
"11216" 29 "SITTING" "fBodyBodyAccJerkMag-std()" -0.989822909333333
"11217" 29 "SITTING" "fBodyBodyGyroMag-mean()" -0.980269425833333
"11218" 29 "SITTING" "fBodyBodyGyroMag-std()" -0.971011373
"11219" 29 "SITTING" "fBodyBodyGyroJerkMag-mean()" -0.995063049
"11220" 29 "SITTING" "fBodyBodyGyroJerkMag-std()" -0.994742028
"11221" 29 "STANDING" "tBodyAcc-mean()-X" 0.277965065846154
"11222" 29 "STANDING" "tBodyAcc-mean()-Y" -0.0172605869061538
"11223" 29 "STANDING" "tBodyAcc-mean()-Z" -0.108659067476923
"11224" 29 "STANDING" "tBodyAcc-std()-X" -0.996068635384615
"11225" 29 "STANDING" "tBodyAcc-std()-Y" -0.969295721076923
"11226" 29 "STANDING" "tBodyAcc-std()-Z" -0.980207488923077
"11227" 29 "STANDING" "tGravityAcc-mean()-X" 0.974508732
"11228" 29 "STANDING" "tGravityAcc-mean()-Y" -0.05848715356
"11229" 29 "STANDING" "tGravityAcc-mean()-Z" 0.0316145849747692
"11230" 29 "STANDING" "tGravityAcc-std()-X" -0.996764227384615
"11231" 29 "STANDING" "tGravityAcc-std()-Y" -0.985134032307692
"11232" 29 "STANDING" "tGravityAcc-std()-Z" -0.984464543538462
"11233" 29 "STANDING" "tBodyAccJerk-mean()-X" 0.0753052530307692
"11234" 29 "STANDING" "tBodyAccJerk-mean()-Y" 0.0115104978664615
"11235" 29 "STANDING" "tBodyAccJerk-mean()-Z" 0.000332894985246154
"11236" 29 "STANDING" "tBodyAccJerk-std()-X" -0.993652820615385
"11237" 29 "STANDING" "tBodyAccJerk-std()-Y" -0.983338157846154
"11238" 29 "STANDING" "tBodyAccJerk-std()-Z" -0.990593859692308
"11239" 29 "STANDING" "tBodyGyro-mean()-X" -0.0276075573307692
"11240" 29 "STANDING" "tBodyGyro-mean()-Y" -0.0721060679123077
"11241" 29 "STANDING" "tBodyGyro-mean()-Z" 0.0827583768461538
"11242" 29 "STANDING" "tBodyGyro-std()-X" -0.977994819846154
"11243" 29 "STANDING" "tBodyGyro-std()-Y" -0.990364876307692
"11244" 29 "STANDING" "tBodyGyro-std()-Z" -0.983368643230769
"11245" 29 "STANDING" "tBodyGyroJerk-mean()-X" -0.0988701505538462
"11246" 29 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0405110578461538
"11247" 29 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0544926306307692
"11248" 29 "STANDING" "tBodyGyroJerk-std()-X" -0.983293061692308
"11249" 29 "STANDING" "tBodyGyroJerk-std()-Y" -0.995533113076923
"11250" 29 "STANDING" "tBodyGyroJerk-std()-Z" -0.990685705384615
"11251" 29 "STANDING" "tBodyAccMag-mean()" -0.984745318923077
"11252" 29 "STANDING" "tBodyAccMag-std()" -0.981745712923077
"11253" 29 "STANDING" "tGravityAccMag-mean()" -0.984745318923077
"11254" 29 "STANDING" "tGravityAccMag-std()" -0.981745712923077
"11255" 29 "STANDING" "tBodyAccJerkMag-mean()" -0.990785419538462
"11256" 29 "STANDING" "tBodyAccJerkMag-std()" -0.990495689538462
"11257" 29 "STANDING" "tBodyGyroMag-mean()" -0.980657340461539
"11258" 29 "STANDING" "tBodyGyroMag-std()" -0.975358665384615
"11259" 29 "STANDING" "tBodyGyroJerkMag-mean()" -0.992144698923077
"11260" 29 "STANDING" "tBodyGyroJerkMag-std()" -0.991453632153846
"11261" 29 "STANDING" "fBodyAcc-mean()-X" -0.995024039692308
"11262" 29 "STANDING" "fBodyAcc-mean()-Y" -0.973345770461538
"11263" 29 "STANDING" "fBodyAcc-mean()-Z" -0.984096024769231
"11264" 29 "STANDING" "fBodyAcc-std()-X" -0.996604570307692
"11265" 29 "STANDING" "fBodyAcc-std()-Y" -0.968278553076923
"11266" 29 "STANDING" "fBodyAcc-std()-Z" -0.978802973692308
"11267" 29 "STANDING" "fBodyAccJerk-mean()-X" -0.993736906
"11268" 29 "STANDING" "fBodyAccJerk-mean()-Y" -0.983194980615385
"11269" 29 "STANDING" "fBodyAccJerk-mean()-Z" -0.988541579384615
"11270" 29 "STANDING" "fBodyAccJerk-std()-X" -0.994123423538462
"11271" 29 "STANDING" "fBodyAccJerk-std()-Y" -0.984782782307692
"11272" 29 "STANDING" "fBodyAccJerk-std()-Z" -0.991316374615385
"11273" 29 "STANDING" "fBodyGyro-mean()-X" -0.974485449538462
"11274" 29 "STANDING" "fBodyGyro-mean()-Y" -0.991586674
"11275" 29 "STANDING" "fBodyGyro-mean()-Z" -0.983654714461538
"11276" 29 "STANDING" "fBodyGyro-std()-X" -0.979162564923077
"11277" 29 "STANDING" "fBodyGyro-std()-Y" -0.989643721230769
"11278" 29 "STANDING" "fBodyGyro-std()-Z" -0.984714226461538
"11279" 29 "STANDING" "fBodyAccMag-mean()" -0.984548094769231
"11280" 29 "STANDING" "fBodyAccMag-std()" -0.982247716
"11281" 29 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.989793892615385
"11282" 29 "STANDING" "fBodyBodyAccJerkMag-std()" -0.990327934615385
"11283" 29 "STANDING" "fBodyBodyGyroMag-mean()" -0.980879722923077
"11284" 29 "STANDING" "fBodyBodyGyroMag-std()" -0.975938728769231
"11285" 29 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.991672052
"11286" 29 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.991516778307692
"11287" 29 "WALKING" "tBodyAcc-mean()-X" 0.271999916792453
"11288" 29 "WALKING" "tBodyAcc-mean()-Y" -0.0162915600588679
"11289" 29 "WALKING" "tBodyAcc-mean()-Z" -0.106632427301887
"11290" 29 "WALKING" "tBodyAcc-std()-X" -0.174337940226415
"11291" 29 "WALKING" "tBodyAcc-std()-Y" -0.0917540612869811
"11292" 29 "WALKING" "tBodyAcc-std()-Z" -0.242828038264151
"11293" 29 "WALKING" "tGravityAcc-mean()-X" 0.96237438509434
"11294" 29 "WALKING" "tGravityAcc-mean()-Y" -0.127318078679245
"11295" 29 "WALKING" "tGravityAcc-mean()-Z" 0.0955792142264151
"11296" 29 "WALKING" "tGravityAcc-std()-X" -0.978253538867925
"11297" 29 "WALKING" "tGravityAcc-std()-Y" -0.975272848113208
"11298" 29 "WALKING" "tGravityAcc-std()-Z" -0.945981437169811
"11299" 29 "WALKING" "tBodyAccJerk-mean()-X" 0.0853743348528302
"11300" 29 "WALKING" "tBodyAccJerk-mean()-Y" 0.0223870454150943
"11301" 29 "WALKING" "tBodyAccJerk-mean()-Z" 0.00941547304716981
"11302" 29 "WALKING" "tBodyAccJerk-std()-X" -0.22143354279434
"11303" 29 "WALKING" "tBodyAccJerk-std()-Y" -0.087174644469434
"11304" 29 "WALKING" "tBodyAccJerk-std()-Z" -0.461758009811321
"11305" 29 "WALKING" "tBodyGyro-mean()-X" -0.00795668167188679
"11306" 29 "WALKING" "tBodyGyro-mean()-Y" -0.081960153154717
"11307" 29 "WALKING" "tBodyGyro-mean()-Z" 0.0856852236188679
"11308" 29 "WALKING" "tBodyGyro-std()-X" -0.598868670943396
"11309" 29 "WALKING" "tBodyGyro-std()-Y" -0.181802636566038
"11310" 29 "WALKING" "tBodyGyro-std()-Z" -0.430232441132075
"11311" 29 "WALKING" "tBodyGyroJerk-mean()-X" -0.10688830318283
"11312" 29 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0479898124113208
"11313" 29 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0392368986679245
"11314" 29 "WALKING" "tBodyGyroJerk-std()-X" -0.395909621509434
"11315" 29 "WALKING" "tBodyGyroJerk-std()-Y" -0.587944298490566
"11316" 29 "WALKING" "tBodyGyroJerk-std()-Z" -0.504130088679245
"11317" 29 "WALKING" "tBodyAccMag-mean()" -0.0955213393716981
"11318" 29 "WALKING" "tBodyAccMag-std()" -0.262695063584906
"11319" 29 "WALKING" "tGravityAccMag-mean()" -0.0955213393716981
"11320" 29 "WALKING" "tGravityAccMag-std()" -0.262695063584906
"11321" 29 "WALKING" "tBodyAccJerkMag-mean()" -0.240231677415094
"11322" 29 "WALKING" "tBodyAccJerkMag-std()" -0.133036273622642
"11323" 29 "WALKING" "tBodyGyroMag-mean()" -0.28057326754717
"11324" 29 "WALKING" "tBodyGyroMag-std()" -0.358814096603774
"11325" 29 "WALKING" "tBodyGyroJerkMag-mean()" -0.506242118113208
"11326" 29 "WALKING" "tBodyGyroJerkMag-std()" -0.612222937169811
"11327" 29 "WALKING" "fBodyAcc-mean()-X" -0.135819505761321
"11328" 29 "WALKING" "fBodyAcc-mean()-Y" -0.0349642325433962
"11329" 29 "WALKING" "fBodyAcc-mean()-Z" -0.279734839433962
"11330" 29 "WALKING" "fBodyAcc-std()-X" -0.190355976849057
"11331" 29 "WALKING" "fBodyAcc-std()-Y" -0.182068539584906
"11332" 29 "WALKING" "fBodyAcc-std()-Z" -0.283348100981132
"11333" 29 "WALKING" "fBodyAccJerk-mean()-X" -0.210469887150943
"11334" 29 "WALKING" "fBodyAccJerk-mean()-Y" -0.0880213408433962
"11335" 29 "WALKING" "fBodyAccJerk-mean()-Z" -0.394877826981132
"11336" 29 "WALKING" "fBodyAccJerk-std()-X" -0.307336669773585
"11337" 29 "WALKING" "fBodyAccJerk-std()-Y" -0.155020660771698
"11338" 29 "WALKING" "fBodyAccJerk-std()-Z" -0.529034897169811
"11339" 29 "WALKING" "fBodyGyro-mean()-X" -0.431490048490566
"11340" 29 "WALKING" "fBodyGyro-mean()-Y" -0.362232316226415
"11341" 29 "WALKING" "fBodyGyro-mean()-Z" -0.397277495471698
"11342" 29 "WALKING" "fBodyGyro-std()-X" -0.654313559056604
"11343" 29 "WALKING" "fBodyGyro-std()-Y" -0.0941359695075472
"11344" 29 "WALKING" "fBodyGyro-std()-Z" -0.494117483018868
"11345" 29 "WALKING" "fBodyAccMag-mean()" -0.235683305566038
"11346" 29 "WALKING" "fBodyAccMag-std()" -0.393257505471698
"11347" 29 "WALKING" "fBodyBodyAccJerkMag-mean()" -0.108978206490566
"11348" 29 "WALKING" "fBodyBodyAccJerkMag-std()" -0.169506499226415
"11349" 29 "WALKING" "fBodyBodyGyroMag-mean()" -0.416817853396226
"11350" 29 "WALKING" "fBodyBodyGyroMag-std()" -0.429156830566038
"11351" 29 "WALKING" "fBodyBodyGyroJerkMag-mean()" -0.628501115849057
"11352" 29 "WALKING" "fBodyBodyGyroJerkMag-std()" -0.618667722641509
"11353" 29 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.293140441083333
"11354" 29 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.01494121505625
"11355" 29 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" -0.0981339984895833
"11356" 29 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" 0.167383602458333
"11357" 29 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" -0.12246346700625
"11358" 29 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.223177999879167
"11359" 29 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.948486215
"11360" 29 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.0760962952291667
"11361" 29 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" 0.0919650454166667
"11362" 29 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" -0.9417361925
"11363" 29 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" -0.91390306375
"11364" 29 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" -0.869300904791667
"11365" 29 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" 0.0636871965479167
"11366" 29 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" 0.000621016968750005
"11367" 29 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" -0.0140642983104167
"11368" 29 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" -0.023952574044375
"11369" 29 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" -0.07734083835625
"11370" 29 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" -0.478764185
"11371" 29 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.0374126070957292
"11372" 29 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.0851045889895833
"11373" 29 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0822244074666667
"11374" 29 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.282077257508333
"11375" 29 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.390460137708333
"11376" 29 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.311122615416667
"11377" 29 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.0743986469979167
"11378" 29 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0671482305364583
"11379" 29 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0359648430270833
"11380" 29 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.347807556958333
